"","gender","ethnicity","score","fcollege","mcollege","home","urban","unemp","wage","distance","tuition","education","income","region","wealth","pgraduate"
"30","Female","Other",60.1399993896484,"Yes","No","Yes","Yes",5.09999990463257,8.85000038146973,0.5,0.84987998008728,12,">$25k","other","Wealthy","Graduate parents"
"31","Female","Other",68.5800018310547,"Yes","Yes","Yes","Yes",5.09999990463257,8.85000038146973,0.5,0.84987998008728,16,">$25k","other","Wealthy","Graduate parents"
"32","Female","Other",42.6100006103516,"No","No","Yes","Yes",5.09999990463257,8.85000038146973,0.5,0.84987998008728,12,"<$25k","other","Partially wealthy","No graduate parents"
"33","Male","Other",58.6599998474121,"Yes","No","Yes","Yes",5.09999990463257,8.85000038146973,0.5,0.84987998008728,16,">$25k","other","Wealthy","Graduate parents"
"34","Male","Other",58.1399993896484,"No","No","Yes","Yes",5.09999990463257,8.85000038146973,0.5,0.84987998008728,14,"<$25k","other","Partially wealthy","No graduate parents"
"35","Female","Other",58.9500007629395,"No","No","Yes","Yes",5.09999990463257,8.85000038146973,0.5,0.84987998008728,16,"<$25k","other","Partially wealthy","No graduate parents"
"36","Male","Other",49.3699989318848,"No","No","Yes","Yes",5.40000009536743,8.85000038146973,0.200000002980232,0.84987998008728,17,"<$25k","other","Partially wealthy","No graduate parents"
"37","Female","Other",47.25,"No","Yes","No","Yes",5.40000009536743,8.85000038146973,0.200000002980232,0.84987998008728,16,"<$25k","other","Not wealthy","Graduate parents"
"38","Male","Other",61.0299987792969,"Yes","No","No","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,14,">$25k","other","Partially wealthy","Graduate parents"
"39","Male","Other",54.3499984741211,"No","No","No","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,15,">$25k","other","Partially wealthy","No graduate parents"
"40","Female","Other",68.120002746582,"Yes","Yes","Yes","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,15,">$25k","other","Wealthy","Graduate parents"
"41","Male","Other",70.0999984741211,"Yes","No","Yes","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,17,">$25k","other","Wealthy","Graduate parents"
"42","Female","Other",58.6100006103516,"No","No","No","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,15,"<$25k","other","Not wealthy","No graduate parents"
"43","Female","Other",48.5699996948242,"No","No","Yes","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"44","Female","Other",51.1100006103516,"No","No","Yes","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"45","Female","Other",39.4099998474121,"No","No","Yes","No",6.19999980926514,8.09000015258789,0.600000023841858,0.889150023460388,15,"<$25k","other","Partially wealthy","No graduate parents"
"46","Female","Other",54.9799995422363,"Yes","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,16,">$25k","other","Wealthy","Graduate parents"
"47","Female","African-American",41.5900001525879,"Yes","Yes","No","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,12,"<$25k","other","Not wealthy","Graduate parents"
"48","Female","Other",55.3199996948242,"No","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,13,"<$25k","other","Partially wealthy","No graduate parents"
"49","Male","Hispanic",42.2299995422363,"No","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,12,"<$25k","other","Partially wealthy","No graduate parents"
"50","Female","Other",62,"No","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,16,"<$25k","other","Partially wealthy","No graduate parents"
"51","Male","Hispanic",49.6500015258789,"No","No","No","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,15,"<$25k","other","Not wealthy","No graduate parents"
"52","Female","Other",44.9599990844727,"No","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,12,"<$25k","other","Partially wealthy","No graduate parents"
"53","Female","Other",37.310001373291,"No","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,12,"<$25k","other","Partially wealthy","No graduate parents"
"54","Male","Other",39.8699989318848,"No","No","Yes","No",7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,12,"<$25k","other","Partially wealthy","No graduate parents"
"55","Female","Other",56.439998626709,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,16,"<$25k","other","Partially wealthy","No graduate parents"
"56","Male","African-American",42.6500015258789,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,12,"<$25k","other","Partially wealthy","No graduate parents"
"57","Female","Other",60.0499992370605,"Yes","Yes","Yes","No",5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,15,">$25k","other","Wealthy","Graduate parents"
"58","Female","Other",38.3199996948242,"No","No","No","No",5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,12,"<$25k","other","Not wealthy","No graduate parents"
"59","Female","Other",65.870002746582,"Yes","No","Yes","No",5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,15,">$25k","other","Wealthy","Graduate parents"
"60","Male","Other",44.6500015258789,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,13,"<$25k","other","Partially wealthy","No graduate parents"
"61","Male","Other",57.7400016784668,"No","No","Yes","No",5.5,8.09000015258789,1.5,0.889150023460388,16,">$25k","other","Wealthy","No graduate parents"
"62","Male","Other",60.3800010681152,"Yes","No","Yes","No",5.5,8.09000015258789,1.5,0.889150023460388,12,">$25k","other","Wealthy","Graduate parents"
"63","Male","Other",62.7700004577637,"No","No","No","No",5.5,8.09000015258789,1.5,0.889150023460388,12,">$25k","other","Partially wealthy","No graduate parents"
"64","Male","Other",59.7299995422363,"No","No","Yes","No",5.5,8.09000015258789,1.5,0.889150023460388,16,"<$25k","other","Partially wealthy","No graduate parents"
"65","Female","Other",57.060001373291,"Yes","No","Yes","No",5.5,8.09000015258789,1.5,0.889150023460388,16,">$25k","other","Wealthy","Graduate parents"
"66","Female","Other",58.0200004577637,"No","No","Yes","No",5.5,8.09000015258789,1.5,0.889150023460388,15,"<$25k","other","Partially wealthy","No graduate parents"
"67","Female","Other",54.7400016784668,"No","No","Yes","No",5.5,8.09000015258789,1.5,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"68","Female","Other",46.2799987792969,"No","No","Yes","No",6.90000009536743,7.03999996185303,2,0.902999997138977,14,"<$25k","other","Partially wealthy","No graduate parents"
"69","Female","Other",60.4000015258789,"No","No","Yes","No",6.90000009536743,7.03999996185303,2,0.902999997138977,12,"<$25k","other","Partially wealthy","No graduate parents"
"70","Male","Other",53.2099990844727,"No","No","Yes","No",6.90000009536743,7.03999996185303,2,0.902999997138977,18,">$25k","other","Wealthy","No graduate parents"
"71","Female","Other",60.9300003051758,"No","No","Yes","No",6.5,8.09000015258789,1.5,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"72","Female","Other",48.439998626709,"No","No","Yes","No",6.5,8.09000015258789,1.5,0.889150023460388,15,"<$25k","other","Partially wealthy","No graduate parents"
"73","Female","Other",45.310001373291,"No","No","Yes","No",7.69999980926514,7.03999996185303,2,0.902999997138977,12,"<$25k","other","Partially wealthy","No graduate parents"
"74","Male","Other",60.2200012207031,"Yes","No","Yes","No",7.69999980926514,7.03999996185303,2,0.902999997138977,12,">$25k","other","Wealthy","Graduate parents"
"75","Male","Other",56.4199981689453,"No","No","Yes","No",7.69999980926514,7.03999996185303,2,0.902999997138977,16,"<$25k","other","Partially wealthy","No graduate parents"
"76","Female","Other",62.2700004577637,"No","Yes","Yes","No",7.69999980926514,7.03999996185303,2,0.902999997138977,17,">$25k","other","Wealthy","Graduate parents"
"77","Male","Other",51.8400001525879,"Yes","Yes","No","No",4.40000009536743,8.09000015258789,0.5,0.889150023460388,18,">$25k","other","Partially wealthy","Graduate parents"
"78","Female","Other",57.5499992370605,"No","No","Yes","No",4.40000009536743,8.09000015258789,0.5,0.889150023460388,16,">$25k","other","Wealthy","No graduate parents"
"79","Female","Other",57.6199989318848,"Yes","No","Yes","No",4.40000009536743,8.09000015258789,0.5,0.889150023460388,12,">$25k","other","Wealthy","Graduate parents"
"80","Male","Other",57.5,"No","Yes","Yes","No",4.40000009536743,8.09000015258789,0.5,0.889150023460388,12,">$25k","other","Wealthy","Graduate parents"
"81","Male","Other",65.3099975585938,"Yes","No","Yes","No",7.5,8.09000015258789,0.5,0.889150023460388,16,"<$25k","other","Partially wealthy","Graduate parents"
"82","Male","Other",50.6199989318848,"Yes","No","Yes","No",7.5,8.09000015258789,0.5,0.889150023460388,14,">$25k","other","Wealthy","Graduate parents"
"83","Male","Other",51.2299995422363,"No","No","Yes","No",7.5,8.09000015258789,0.5,0.889150023460388,15,"<$25k","other","Partially wealthy","No graduate parents"
"84","Female","Other",53.5499992370605,"No","No","No","No",7.5,8.09000015258789,0.5,0.889150023460388,14,"<$25k","other","Not wealthy","No graduate parents"
"85","Female","Other",48.5200004577637,"No","No","Yes","No",7.5,8.09000015258789,0.5,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"86","Female","Other",43.4099998474121,"No","No","Yes","No",7.5,8.09000015258789,0.5,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"87","Female","Other",57.5,"No","No","Yes","No",7.5,8.09000015258789,0.5,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"88","Female","Other",51.3199996948242,"No","No","Yes","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,15,"<$25k","other","Partially wealthy","No graduate parents"
"89","Female","Other",36.3699989318848,"No","No","No","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,12,"<$25k","other","Not wealthy","No graduate parents"
"90","Female","Other",43.7999992370605,"No","No","Yes","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,12,"<$25k","other","Partially wealthy","No graduate parents"
"91","Female","Other",45.1399993896484,"No","No","Yes","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,12,">$25k","other","Wealthy","No graduate parents"
"92","Female","Other",63.2599983215332,"No","No","Yes","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,16,"<$25k","other","Partially wealthy","No graduate parents"
"93","Female","Other",51.3199996948242,"Yes","Yes","Yes","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,17,"<$25k","other","Partially wealthy","Graduate parents"
"94","Male","Other",44.2299995422363,"No","No","Yes","No",5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,12,"<$25k","other","Partially wealthy","No graduate parents"
"95","Female","Other",42.9300003051758,"No","No","Yes","No",5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,12,">$25k","other","Wealthy","No graduate parents"
"96","Female","Other",47.5999984741211,"No","No","Yes","No",5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"97","Male","Other",56.4700012207031,"Yes","No","Yes","No",5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,13,">$25k","other","Wealthy","Graduate parents"
"98","Male","Other",64.6900024414062,"No","No","Yes","No",5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,16,"<$25k","other","Partially wealthy","No graduate parents"
"99","Female","Other",62.3499984741211,"Yes","Yes","Yes","No",5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,16,"<$25k","other","Partially wealthy","Graduate parents"
"100","Female","Other",48.9599990844727,"No","No","Yes","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"101","Female","Other",40.2799987792969,"No","No","Yes","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,12,">$25k","other","Wealthy","No graduate parents"
"102","Male","Other",44.6599998474121,"No","No","Yes","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"103","Male","Other",65.4599990844727,"No","No","No","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,12,"<$25k","other","Not wealthy","No graduate parents"
"104","Female","Other",37.810001373291,"No","No","Yes","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"105","Male","Other",66.9499969482422,"Yes","Yes","Yes","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,16,">$25k","other","Wealthy","Graduate parents"
"106","Female","Other",55.6399993896484,"No","No","Yes","No",6.09999990463257,7.69000005722046,2.5,1.11201000213623,16,">$25k","other","Wealthy","No graduate parents"
"107","Female","Other",51.2799987792969,"No","Yes","Yes","No",6.5,8.09000015258789,3.5,0.889150023460388,16,"<$25k","other","Partially wealthy","Graduate parents"
"108","Female","Other",52.7799987792969,"No","No","Yes","No",6.5,8.09000015258789,3.5,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"109","Female","Other",64.5999984741211,"No","No","Yes","No",6.5,8.09000015258789,3.5,0.889150023460388,16,"<$25k","other","Partially wealthy","No graduate parents"
"110","Female","Other",61.7299995422363,"Yes","No","Yes","No",6.5,8.09000015258789,3.5,0.889150023460388,16,"<$25k","other","Partially wealthy","Graduate parents"
"111","Male","African-American",50.810001373291,"No","Yes","Yes","No",5.40000009536743,8.09000015258789,1.89999997615814,0.889150023460388,16,"<$25k","other","Partially wealthy","Graduate parents"
"112","Male","Other",44.4599990844727,"Yes","Yes","Yes","No",5.40000009536743,8.09000015258789,1.89999997615814,0.889150023460388,12,">$25k","other","Wealthy","Graduate parents"
"113","Female","Other",41.5800018310547,"No","No","Yes","No",13.5,7.69000005722046,5,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"114","Female","Other",40.7000007629395,"No","No","No","No",13.5,7.69000005722046,5,1.11201000213623,12,"<$25k","other","Not wealthy","No graduate parents"
"115","Female","Other",39.6300010681152,"No","No","Yes","No",13.5,7.69000005722046,5,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"116","Female","Other",54.1699981689453,"No","No","Yes","No",13.5,7.69000005722046,5,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"117","Male","Hispanic",38.9500007629395,"No","No","Yes","No",13.5,7.69000005722046,5,1.11201000213623,13,">$25k","other","Wealthy","No graduate parents"
"118","Female","Other",62.8400001525879,"No","No","Yes","No",13.5,7.69000005722046,5,1.11201000213623,15,"<$25k","other","Partially wealthy","No graduate parents"
"119","Male","Other",64.4800033569336,"No","No","No","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,16,"<$25k","other","Not wealthy","No graduate parents"
"120","Female","Other",47.0900001525879,"No","No","Yes","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,12,">$25k","other","Wealthy","No graduate parents"
"121","Female","Other",50.9500007629395,"No","No","Yes","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,12,"<$25k","other","Partially wealthy","No graduate parents"
"122","Male","Other",44.4599990844727,"No","No","Yes","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,12,">$25k","other","Wealthy","No graduate parents"
"123","Female","Other",58.8899993896484,"No","Yes","No","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,12,">$25k","other","Partially wealthy","Graduate parents"
"124","Female","African-American",54.3600006103516,"No","No","Yes","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,16,"<$25k","other","Partially wealthy","No graduate parents"
"125","Female","Other",45.2900009155273,"No","No","Yes","No",8.69999980926514,8.85000038146973,1.5,0.84987998008728,13,"<$25k","other","Partially wealthy","No graduate parents"
"126","Female","Other",54.1699981689453,"No","No","Yes","No",6.5,8.09000015258789,0.800000011920929,0.889150023460388,15,"<$25k","other","Partially wealthy","No graduate parents"
"127","Male","Other",52.7400016784668,"Yes","No","Yes","No",6.5,8.09000015258789,0.800000011920929,0.889150023460388,12,">$25k","other","Wealthy","Graduate parents"
"128","Male","Other",60.939998626709,"No","No","Yes","No",6.5,8.09000015258789,0.800000011920929,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"129","Male","Other",40.1800003051758,"No","No","Yes","No",6.5,8.09000015258789,0.800000011920929,0.889150023460388,12,">$25k","other","Wealthy","No graduate parents"
"130","Female","Other",58.0900001525879,"No","Yes","Yes","No",6.5,8.09000015258789,0.800000011920929,0.889150023460388,12,"<$25k","other","Partially wealthy","Graduate parents"
"131","Male","Other",54.2599983215332,"No","No","Yes","No",6.5,8.09000015258789,0.800000011920929,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"132","Female","Other",57.1300010681152,"Yes","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,16,">$25k","other","Wealthy","Graduate parents"
"133","Female","Other",64.9800033569336,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"134","Male","Other",65.3499984741211,"No","No","No","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,14,"<$25k","other","Not wealthy","No graduate parents"
"135","Female","Other",55.9599990844727,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"136","Female","Other",61.7299995422363,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,16,">$25k","other","Wealthy","No graduate parents"
"137","Male","Other",56.3499984741211,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"138","Male","Other",51.0999984741211,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,13,">$25k","other","Wealthy","No graduate parents"
"139","Female","Other",39.5200004577637,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"140","Female","Other",60.75,"Yes","Yes","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,16,"<$25k","other","Partially wealthy","Graduate parents"
"141","Male","Other",38.189998626709,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,12,"<$25k","other","Partially wealthy","No graduate parents"
"142","Female","Other",51.0200004577637,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,16,"<$25k","other","Partially wealthy","No graduate parents"
"143","Male","Other",53.6500015258789,"No","No","Yes","No",7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,16,"<$25k","other","Partially wealthy","No graduate parents"
"144","Male","Other",56.3499984741211,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,15,">$25k","other","Wealthy","No graduate parents"
"145","Female","Other",52.9500007629395,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,15,">$25k","other","Wealthy","No graduate parents"
"146","Male","Other",63.4099998474121,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,13,"<$25k","other","Partially wealthy","No graduate parents"
"147","Male","Other",66.1699981689453,"Yes","Yes","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,16,">$25k","other","Wealthy","Graduate parents"
"148","Male","Other",45.0999984741211,"No","No","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,13,">$25k","other","Wealthy","No graduate parents"
"149","Male","Other",66.9499969482422,"Yes","No","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,16,"<$25k","other","Partially wealthy","Graduate parents"
"150","Female","Other",62.9000015258789,"Yes","No","Yes","No",5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,18,">$25k","other","Wealthy","Graduate parents"
"151","Male","Other",52.9799995422363,"Yes","Yes","Yes","No",7.19999980926514,8.85000038146973,0.800000011920929,0.84987998008728,13,">$25k","other","Wealthy","Graduate parents"
"152","Female","Other",62.2900009155273,"No","Yes","Yes","No",7.19999980926514,8.85000038146973,0.800000011920929,0.84987998008728,13,"<$25k","other","Partially wealthy","Graduate parents"
"153","Male","Other",44.310001373291,"No","Yes","Yes","No",7.19999980926514,8.85000038146973,0.800000011920929,0.84987998008728,12,"<$25k","other","Partially wealthy","Graduate parents"
"154","Female","Other",64.1100006103516,"Yes","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,16,"<$25k","other","Partially wealthy","Graduate parents"
"155","Male","Other",58.6199989318848,"No","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,13,">$25k","other","Wealthy","No graduate parents"
"156","Female","Other",56.9199981689453,"No","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"157","Female","Other",52.6699981689453,"No","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"158","Male","Other",64.8300018310547,"Yes","Yes","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,15,">$25k","other","Wealthy","Graduate parents"
"159","Male","Other",49.9000015258789,"No","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,12,"<$25k","other","Partially wealthy","No graduate parents"
"160","Female","Other",62.5499992370605,"No","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,17,">$25k","other","Wealthy","No graduate parents"
"161","Male","Other",66.4899978637695,"No","No","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,17,">$25k","other","Wealthy","No graduate parents"
"162","Male","Other",62.1399993896484,"Yes","Yes","Yes","No",4.40000009536743,8.09000015258789,1.5,0.889150023460388,17,">$25k","other","Wealthy","Graduate parents"
"163","Male","Other",49.2000007629395,"No","No","Yes","Yes",6.5,8.09000015258789,0.200000002980232,0.889150023460388,13,"<$25k","other","Partially wealthy","No graduate parents"
"164","Female","Other",51.4700012207031,"No","No","Yes","Yes",6.5,8.09000015258789,0.200000002980232,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"165","Female","Other",62.1500015258789,"No","No","Yes","Yes",6.5,8.09000015258789,0.200000002980232,0.889150023460388,14,"<$25k","other","Partially wealthy","No graduate parents"
"166","Female","African-American",43.2599983215332,"No","No","No","Yes",6.5,8.09000015258789,0.200000002980232,0.889150023460388,12,"<$25k","other","Not wealthy","No graduate parents"
"167","Female","Other",54.5400009155273,"No","Yes","No","Yes",6.5,8.09000015258789,0.200000002980232,0.889150023460388,12,"<$25k","other","Not wealthy","Graduate parents"
